"ObsID";"StudyID";"TumourType";"TumourSite";"ObsResult";"pValue";"Operator";"TD50_Gold";"TD50_Lhasa"
31755;744;"Sarcoma- histiocytic";"Urinary bladder";"Not specified";0.5;"<=";0.0;0.0
31756;190;"Sarcoma- histiocytic";"Urinary bladder";"Not specified";0.1212;"<=";0.0;0.0
31757;5;"Sarcoma- histiocytic";"Urinary bladder";"Not specified";0.5;"<=";0.0;0.0
31840;743;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.3788;"<=";0.0;1400.410654
31841;744;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.2367;"<=";0.0;0.0
31846;5;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.0587;"<=";0.0;659.473232
31847;192;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.3189;"<=";0.0;0.0
31891;487;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.5;"<=";0.0;643.368266
31892;488;"Leukaemia- mononuclear cell";"Urinary bladder";"Not specified";0.4949;"<=";0.0;674.120445
31940;1068;"Lymphoma- malignant";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
31941;26;"Lymphoma- malignant";"Urinary bladder";"Not specified";0.5;"<=";0.0;0.0
31945;190;"Lymphoma- malignant";"Urinary bladder";"Not specified";0.2367;"<=";0.0;0.0
31973;452;"Lymphoma- malignant";"Urinary bladder";"Not specified";0.1231;"<=";0.0;0.0
31998;1129;"Lymphoma- malignant";"Urinary bladder";"Not specified";0.5;"<=";0.0;0.0
31999;490;"Lymphoma- malignant";"Urinary bladder";"Not specified";0.4384;"<=";0.0;0.0
32017;744;"Mesothelioma- malignant";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
32061;190;"Sarcoma- stromal cell";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
32094;1129;"Carcinoma- serosa";"Urinary bladder";"Not specified";0.5;"<=";0.0;782.370225
32095;490;"Carcinoma- serosa";"Urinary bladder";"Not specified";0.5;"<=";0.0;794.955067
32114;1129;"Carcinoma- transitional cell";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
32115;490;"Carcinoma- transitional cell";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
32151;190;"Polyp- stromal cell- bilateral";"Uterus";"Not specified";0.5;"<=";0.0;0.0
32167;452;"Carcinoma";"Cervix";"Not specified";0.5;"<=";0.0;0.0
32174;5;"Sarcoma- histiocytic";"Cervix";"Not specified";0.5;"<=";0.0;0.0
32193;743;"Sarcoma- stromal cell";"Cervix";"Not specified";0.5;"<=";0.0;0.0
32198;5;"Schwannoma- malignant";"Cervix";"Not specified";0.5;"<=";0.0;0.0
32201;452;"Schwannoma- malignant";"Cervix";"Not specified";0.3378;"<=";0.0;141.31971
32205;452;"Carcinoma- squamous cell";"Cervix";"Not specified";0.5;"<=";0.0;0.0
32256;190;"Adenoma";"Endometrium";"Not specified";0.5;"<=";0.0;0.0
32318;487;"Adenocarcinoma";"Uterus";"Not specified";0.5;"<=";0.0;0.0
32319;488;"Adenocarcinoma";"Uterus";"Not specified";0.4369;"<=";0.0;0.0
32360;487;"Adenoma";"Uterus";"Not specified";0.5;"<=";0.0;643.368266
32361;488;"Adenoma";"Uterus";"Not specified";0.4949;"<=";0.0;674.120445
32382;743;"Carcinoma";"Uterus";"Not specified";0.2475;"<=";0.0;0.0
32399;452;"Carcinoma";"Uterus";"Not specified";0.3378;"<=";0.0;1579.57505
32481;1068;"Fibrosarcoma";"Uterus";"Not specified";1.0;"=";0.0;0.0
32535;190;"Haemangiosarcoma";"Uterus";"Not specified";0.5;"<=";0.0;0.0
32591;1068;"Sarcoma- histiocytic";"Uterus";"Not specified";1.0;"=";0.0;0.0
32594;190;"Sarcoma- histiocytic";"Uterus";"Not specified";0.1212;"<=";0.0;0.0
32646;190;"Leiomyoma";"Uterus";"Not specified";0.5;"<=";0.0;0.0
32662;488;"Leiomyoma";"Uterus";"Not specified";1.0;"=";0.0;0.0
32699;452;"Leiomyosarcoma";"Uterus";"Not specified";0.1231;"<=";0.0;0.0
32707;487;"Leiomyosarcoma";"Uterus";"Not specified";1.0;"=";0.0;0.0
32708;488;"Leiomyosarcoma";"Uterus";"Not specified";1.0;"=";0.0;0.0
32711;457;"Leukaemia- erythrocytic";"Uterus";"Not specified";1.0;"=";0.0;0.0
32718;487;"Leukaemia- granulocytic";"Uterus";"Not specified";1.0;"=";0.0;0.0
32719;488;"Leukaemia- granulocytic";"Uterus";"Not specified";1.0;"=";0.0;0.0
32745;743;"Leukaemia- mononuclear cell";"Uterus";"Not specified";1.0;"=";0.0;0.0
32748;5;"Leukaemia- mononuclear cell";"Uterus";"Not specified";0.2475;"<=";0.0;0.0
32770;487;"Leukaemia- mononuclear cell";"Uterus";"Not specified";0.5;"<=";0.0;643.368266
32771;488;"Leukaemia- mononuclear cell";"Uterus";"Not specified";0.4949;"<=";0.0;674.120445
32805;1068;"Lymphoma- malignant";"Uterus";"Not specified";0.3189;"<=";0.0;0.0
32808;190;"Lymphoma- malignant";"Uterus";"Not specified";0.3788;"<=";0.0;0.0
32828;452;"Lymphoma- malignant";"Uterus";"Not specified";0.2487;"<=";0.0;0.0
32940;1068;"Polyp- stromal cell";"Uterus";"Not specified";0.2475;"<=";0.0;1711.211387
32941;743;"Polyp- stromal cell";"Uterus";"Not specified";0.1543;"<=";0.0;689.986506
32946;190;"Polyp- stromal cell";"Uterus";"Not specified";1.0;"=";0.0;0.0
32947;5;"Polyp- stromal cell";"Uterus";"Not specified";0.1213;"<=";0.0;414.379855
32978;452;"Polyp- stromal cell";"Uterus";"Not specified";0.1509;"<=";0.0;0.0
33005;487;"Polyp- stromal cell";"Uterus";"Not specified";1.0;"=";0.0;0.0
33006;488;"Polyp- stromal cell";"Uterus";"Not specified";1.0;"=";0.0;0.0
33010;743;"Sarcoma";"Uterus";"Not specified";0.5;"<=";0.0;0.0
33052;743;"Sarcoma- stromal cell";"Uterus";"Not specified";0.5;"<=";0.0;0.0
33055;190;"Sarcoma- stromal cell";"Uterus";"Not specified";1.0;"=";0.0;0.0
33092;487;"Sarcoma- stromal cell";"Uterus";"Not specified";0.5041;"<=";0.0;0.0
33093;488;"Sarcoma- stromal cell";"Uterus";"Not specified";0.4369;"<=";0.0;0.0
33105;743;"Schwannoma- malignant";"Uterus";"Not specified";1.0;"=";0.0;0.0
33113;452;"Schwannoma- malignant";"Uterus";"Not specified";0.4674;"<=";0.0;0.0
33122;452;"Carcinoma- squamous cell";"Uterus";"Not specified";0.2487;"<=";0.0;0.0
33147;452;"Fibrosarcoma";"Vagina";"Not specified";0.2485;"<=";0.0;0.0
33149;452;"Histiocytoma- fibrous";"Vagina";"Not specified";0.5;"<=";0.0;0.0
33152;487;"Tumour- granular cell- benign";"Vagina";"Not specified";1.0;"=";0.0;0.0
33153;488;"Tumour- granular cell- benign";"Vagina";"Not specified";1.0;"=";0.0;0.0
33165;743;"Leiomyosarcoma";"Vagina";"Not specified";0.5;"<=";0.0;0.0
33169;487;"Leukaemia- granulocytic";"Vagina";"Not specified";1.0;"=";0.0;0.0
33170;488;"Leukaemia- granulocytic";"Vagina";"Not specified";1.0;"=";0.0;0.0
33221;452;"Sarcoma";"Vagina";"Not specified";0.5;"<=";0.0;0.0
33231;487;"Sarcoma- stromal cell";"Vagina";"Not specified";0.5041;"<=";0.0;0.0
33232;488;"Sarcoma- stromal cell";"Vagina";"Not specified";0.4369;"<=";0.0;0.0
33242;5;"Schwannoma- malignant";"Vagina";"Not specified";0.5;"<=";0.0;0.0
33246;452;"Schwannoma- malignant";"Vagina";"Not specified";0.1991;"<=";0.0;132.595614
33257;452;"Carcinoma- squamous cell";"Vagina";"Not specified";0.5;"<=";0.0;0.0
33263;457;"Papilloma- squamous cell";"Vagina";"Not specified";0.5;"<=";0.0;11.166771
33366;490;"Adenoma";"Zymbal gland";"Not specified";1.0;"=";0.0;0.0
33410;743;"Carcinoma";"Zymbal gland";"Not specified";0.5;"<=";0.0;0.0
33411;744;"Carcinoma";"Zymbal gland";"Not specified";0.5;"<=";0.0;0.0
33416;5;"Carcinoma";"Zymbal gland";"Not specified";0.5;"<=";0.0;0.0
33467;1129;"Carcinoma";"Zymbal gland";"Not specified";1.0;"=";0.0;0.0
33468;490;"Carcinoma";"Zymbal gland";"Not specified";1.0;"=";0.0;0.0
33475;1129;"Carcinoma- squamous cell";"Zymbal gland";"Not specified";0.5;"<=";0.0;0.0
33476;490;"Carcinoma- squamous cell";"Zymbal gland";"Not specified";0.5;"<=";0.0;0.0
35491;3687;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.00247;0.0025
35492;1937;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.000932;0.000943
35493;1944;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.0125;0.0126
35494;1945;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.00352;0.00356
35495;1940;"Hepatoma";"Liver";"Positive";0.0005;"<=";0.00749;0.00758
35496;1941;"Hepatoma";"Liver";"Positive";0.0005;"<=";0.00676;0.00684
35545;4992;"Carcinoma";"Mammary gland";"Positive";0.0005;"<=";0.0359;0.0363
35546;4993;"Carcinoma";"Mammary gland";"Positive";0.0005;"<=";0.0421;0.0869
35547;4994;"Carcinoma";"Mammary gland";"Positive";0.0005;"<=";0.0789;0.0798
35548;4991;"Carcinoma";"Mammary gland";"Not specified";0.0005;"<=";0.0292;0.0295
35557;6865;"Multiple tumour types";"Pituitary gland";"Positive";0.0005;"<=";0.151;0.153
35572;4531;"Angiosarcoma";"Interscapulum";"Positive";0.0005;"<=";429.0;274.0
35573;4527;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";47.8;48.3
35574;4786;"Adenoma";"Lung";"Positive";0.0005;"<=";386.0;367.0
35575;4775;"Adenoma";"Lung";"Positive";0.0005;"<=";104.0;104.0
35576;4784;"Carcinoma";"Multiple tumour sites";"Positive";0.0005;"<=";24.0;24.3
35577;4784;"Carcinoma";"Lung";"Not specified";0.0005;"<=";28.9;29.2
35582;5369;"Adenoma- follicular cell";"Thyroid gland";"Positive";0.0005;"<=";1.57;1.59
35583;5370;"Adenoma- follicular cell";"Thyroid gland";"Positive";0.0005;"<=";0.9;0.91
35663;6841;"Nodule- hyperplastic";"Liver";"Positive";0.0005;"<=";1.94;1.97
35664;6841;"Adenoma- chromophobe";"Pituitary gland";"Positive";0.0005;"<=";5.31;5.38
35665;6841;"Multiple tumour types";"Mammary gland";"Positive";0.0005;"<=";6.66;6.75
35666;6841;"Adenoma";"Mammary gland";"Positive";0.0005;"<=";14.8;15.0
35682;4468;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";409.0;302.0
35697;1306;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";0.0825;0.0835
35698;1309;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.322;0.327
35699;1302;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.124;0.125
35802;4933;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";184.0;183.0
35803;4933;"Multiple tumour types";"Adrenal gland";"Positive";0.0005;"<=";899.0;493.0
35804;4933;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.0005;"<=";195.0;203.0
35805;4934;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";127.0;126.0
35806;4934;"Multiple tumour types";"Adrenal gland";"Positive";0.0005;"<=";683.0;454.0
35807;4934;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.0005;"<=";130.0;127.0
35829;4530;"Hepatoma";"Liver";"Positive";0.0005;"<=";53.3;53.3
35830;4528;"Hepatoma";"Liver";"Positive";0.0005;"<=";49.1;49.4
35927;4802;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";57.9;58.5
35928;4802;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";75.5;76.1
35929;4802;"Adenoma";"Harderian gland";"Positive";0.0005;"<=";305.0;292.0
35930;4802;"Sarcoma- reticulum cell; type A";"Uterus";"Positive";0.0005;"<=";413.0;450.0
35931;4802;"Sarcoma- reticulum cell; type A";"Vagina";"Positive";0.0005;"<=";668.0;607.0
35932;4802;"Sarcoma- reticulum cell; type A";"Ovary";"Positive";0.0005;"<=";912.0;888.0
35933;4803;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";139.0;139.0
35934;4803;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";222.0;224.0
35986;3865;"Multiple tumour types";"Testis";"Positive";0.0005;"<=";0.222;0.224
35987;3865;"Multiple tumour types";"Multiple tumour sites";"Positive";0.0005;"<=";0.17;0.171
36041;4955;"Pheochromocytoma";"Adrenal medulla";"Not specified";0.0005;"<=";1.79;1.82
36042;4956;"Pheochromocytoma";"Adrenal medulla";"Not specified";0.0005;"<=";1.93;1.96
36053;4989;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0456;0.0461
36054;4989;"Carcinoma- squamous cell";"Cervix";"Positive";0.0005;"<=";1.03;1.05
36055;4989;"Mesothelioma";"Uterus";"Positive";0.0005;"<=";1.72;1.74
36056;4990;"Tumour- interstitial cell";"Testis";"Positive";0.0005;"<=";0.0661;0.0668
36057;4990;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0794;0.0803
36058;4996;"Tumour- granulosa cell";"Ovary";"Positive";0.0005;"<=";0.166;0.168
36059;4996;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.2;0.202
36060;4996;"Carcinoma- squamous cell";"Cervix";"Positive";0.0005;"<=";0.311;0.314
36061;4996;"Adenocarcinoma- type B";"Mammary gland";"Positive";0.0005;"<=";0.476;0.482
36062;4996;"Adenoacanthoma";"Cervix";"Positive";0.0005;"<=";1.28;1.3
36063;4986;"Tumour- interstitial cell";"Testis";"Positive";0.0005;"<=";0.0215;0.0217
36064;4986;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.171;0.173
36065;4987;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0387;0.0392
36066;4987;"Carcinoma- squamous cell";"Cervix";"Positive";0.0005;"<=";1.98;2.0
36067;4988;"Tumour- interstitial cell";"Testis";"Positive";0.0005;"<=";0.0408;0.0413
36068;4988;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0722;0.0731
36069;4984;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0259;0.0262
36070;4985;"Adenoma";"Pituitary gland";"Positive";0.0005;"<=";0.0176;0.0178
36071;4985;"Tumour- follicular cell";"Thyroid gland";"Positive";0.0005;"<=";0.05;0.0506
36072;4985;"Tumour- interstitial cell";"Testis";"Positive";0.0005;"<=";0.257;0.26
36073;4985;"Adenocarcinoma";"Pituitary gland";"Not specified";0.0005;"<=";1.42;1.44
36107;1863;"Multiple tumour types";"Kidney";"Positive";0.0005;"<=";3.19;3.23
36108;1863;"Carcinoma- renal cell";"Kidney";"Not specified";0.0005;"<=";4.28;4.33
36150;2754;"Tumour- malignant";"Thyroid gland";"Positive";0.0005;"<=";22.9;23.2
36151;2749;"Tumour- malignant";"Thyroid gland";"Positive";0.0005;"<=";8.05;8.14
36234;3324;"Multiple tumour types";"Uterus";"Positive";0.0005;"<=";33.7;34.1
36260;7623;"Adenoma- Leydig cell";"Testis";"Positive";0.0005;"<=";326.0;298.0
36305;2334;"Pheochromocytoma";"Adrenal medulla";"Positive";0.0005;"<=";227.0;222.0
36306;2335;"Pheochromocytoma";"Adrenal medulla";"Positive";0.0005;"<=";86.4;86.9
36307;1303;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.0005;"<=";0.11;0.202
36308;1303;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";0.127;0.265
36309;4825;"Adenoma- granulosa cell";"Ovary";"Positive";0.0005;"<=";3.0;3.03
36310;4826;"Adenoma- interstitial cell";"Testis";"Positive";0.0005;"<=";8.18;8.27
36311;4821;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";17.0;17.2
36312;4821;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";135.0;136.0
36313;4821;"Hepatocholangiocarcinoma";"Liver";"Not specified";0.0005;"<=";241.0;236.0
36314;4822;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";18.7;18.9
36315;4822;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";47.9;48.4
36316;4822;"Hepatocholangiocarcinoma";"Liver";"Not specified";0.0005;"<=";306.0;309.0
36317;4823;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";1.44;1.46
36318;4823;"Adenoma- hepatocellular";"Liver";"Not specified";0.0005;"<=";1.68;1.7
36319;4823;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";2.12;2.15
36320;4824;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";3.86;3.91
36321;4824;"Adenoma- hepatocellular";"Liver";"Not specified";0.0005;"<=";4.35;4.4
36322;4824;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";4.62;4.68
36323;4813;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";6.0;6.07
36380;6312;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";623.0;470.0
36381;6312;"Papilloma- squamous cell";"Forestomach";"Positive";0.0005;"<=";1020.0;604.0
36382;6312;"Carcinoma- hepatocellular";"Liver";"Not specified";0.0005;"<=";2240.0;2180.0
36383;6313;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";439.0;376.0
36384;6313;"Carcinoma- hepatocellular";"Liver";"Not specified";0.0005;"<=";708.0;416.0
36385;6547;"Carcinoid tumour- malignant";"Stomach- glandular; fundic region";"Positive";0.0005;"<=";272.0;274.0
36386;1867;"Multiple tumour types";"Kidney";"Positive";0.0005;"<=";1.69;1.71
36387;1867;"Adenocarcinoma";"Kidney";"Not specified";0.0005;"<=";1.88;1.9
36388;3262;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";2.27;2.29
36389;3262;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";8.3;8.4
36390;3270;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";13.4;13.6
36391;3263;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";0.858;0.868
36392;3263;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";2.75;2.79
36393;3271;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";16.8;17.0
36394;3268;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";5.88;5.95
36395;3269;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";2.87;2.9
36396;3269;"Adenoma- hepatocellular";"Liver";"Not specified";0.0005;"<=";17.4;17.6
36464;4937;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";25.2;25.4
36465;4937;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";41.9;42.4
36466;4937;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";85.4;85.8
36467;4937;"Pheochromocytoma";"Adrenal gland";"Positive";0.0005;"<=";377.0;358.0
36468;4938;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";15.1;15.2
36469;4938;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";34.0;34.3
36470;4938;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";50.2;50.7
36471;4938;"Pheochromocytoma";"Adrenal gland";"Positive";0.0005;"<=";126.0;126.0
36472;4939;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";29.8;30.1
36473;4939;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";38.7;39.1
36474;4939;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";120.0;121.0
36475;4940;"Multiple tumour types";"Liver";"Positive";0.0005;"<=";26.0;26.2
36476;4940;"Carcinoma- hepatocellular";"Liver";"Positive";0.0005;"<=";39.1;39.5
36477;4940;"Adenoma- hepatocellular";"Liver";"Positive";0.0005;"<=";61.8;62.3
36707;3687;"Adenocarcinoma";"Kidney";"Not specified";0.058;"<=";0.0329;0.0333
36708;1933;"Carcinoma";"Kidney";"Positive";0.005;"<=";0.0366;0.037
36730;3756;"Multiple tumour types";"Mammary tissue";"Not specified";0.465;"<=";3.77;3.81
36769;4997;"Adenocarcinoma";"Mammary gland";"Not specified";0.028;"<=";0.0825;0.0835
36770;4998;"Adenoma- tubular";"Ovary";"Not specified";0.208;"<=";0.0222;0.0224
36771;4999;"Adenocarcinoma";"Mammary gland";"Not specified";0.991;"<=";14.2;14.3
36772;5001;"Adenocarcinoma";"Mammary gland";"Not specified";0.031;"<=";0.295;0.298
36773;5001;"Adenoma- tubular";"Ovary";"Not specified";0.287;"<=";0.329;0.333
36774;5002;"Adenoma- tubular";"Ovary";"Not specified";0.755;"<=";0.597;0.603
36790;4782;"Carcinoma";"Liver";"Not specified";0.113;"<=";159.0;161.0
36791;4782;"Carcinoma";"Lung";"Not specified";0.319;"<=";206.0;183.0
36792;4782;"Carcinoma";"Multiple tumour sites";"Positive";0.46;"<=";219.0;189.0
36793;4784;"Carcinoma";"Liver";"Not specified";0.233;"<=";211.0;200.0
36794;4778;"Carcinoma";"Multiple tumour sites";"Positive";0.002;"<=";25.7;26.0
36795;4778;"Carcinoma";"Lung";"Not specified";0.006;"<=";41.1;41.5
36796;4778;"Carcinoma";"Liver";"Not specified";0.232;"<=";88.8;88.5
36813;5369;"Adenocarcinoma- follicular cell";"Thyroid gland";"Positive";0.006;"<=";9.47;9.58
36814;5370;"Adenocarcinoma- follicular cell";"Thyroid gland";"Positive";0.045;"<=";37.6;38.0
36815;5229;"Multiple tumour types";"Liver";"Not specified";0.796;"<=";167.0;168.0
36874;6842;"Multiple tumour types";"Pituitary gland";"Positive";0.112;"<=";1.34;1.35
36875;6841;"Adenomatous endometrial polyp";"Uterus";"Positive";0.001;"<=";27.4;27.7
36876;6841;"Adenoma- hepatocellular";"Liver";"Positive";0.01;"<=";7.59;57.3
36877;6841;"Adenocarcinoma";"Mammary gland";"Positive";0.044;"<=";76.8;77.7
36878;6841;"Tumour- fibroepithelial";"Mammary gland";"Positive";0.195;"<=";21.0;21.3
36879;6841;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.52;"<=";14.2;14.4
36881;4773;"Multiple tumour types";"Thymus gland";"Not specified";0.25;"<=";408.0;237.0
36882;4774;"Multiple tumour types";"Thymus gland";"Not specified";0.652;"<=";1930.0;3580.0
36901;1305;"Multiple tumour types";"Liver";"Positive";0.002;"<=";1.67;1.69
36902;1305;"Nodule- hyperplastic";"Liver";"Positive";0.007;"<=";3.48;3.52
36903;1305;"Haemangiosarcoma";"Liver";"Positive";0.026;"<=";2.6;2.63
36904;1305;"Carcinoma- hepatocellular";"Liver";"Positive";0.126;"<=";10.8;10.9
36905;1306;"Adenoma";"Liver";"Not specified";0.006;"<=";0.727;0.735
36906;1306;"Haemangiosarcoma";"Liver";"Not specified";0.06;"<=";1.57;1.59
36974;4935;"Nodule- neoplastic";"Liver";"Positive";0.243;"<=";390.0;339.0
36975;4936;"Nodule- neoplastic";"Liver";"Positive";0.16;"<=";529.0;663.0
36976;4936;"Carcinoma- hepatocellular";"Liver";"Not specified";0.317;"<=";666.0;723.0
36977;4936;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.316;"<=";166.0;166.0
37102;4800;"Adenoma- hepatocellular";"Liver";"Positive";0.002;"<=";115.0;113.0
37103;4800;"Carcinoma- hepatocellular";"Liver";"Positive";0.061;"<=";343.0;285.0
37104;4802;"Sarcoma- reticulum cell; type A";"Urinary bladder";"Positive";0.001;"<=";834.0;828.0
37105;4803;"Adenoma";"Harderian gland";"Positive";0.028;"<=";615.0;520.0
37149;3669;"Carcinoma- squamous cell";"Ear canal- external";"Positive";0.004;"<=";19.2;19.4
37285;4955;"Multiple tumour types";"Pituitary gland- anterior";"Not specified";0.022;"<=";3.73;3.77
37286;4956;"Multiple tumour types";"Pituitary gland- anterior";"Not specified";0.018;"<=";1.9;1.92
37302;4537;"Carcinoid tumour- malignant";"Stomach- glandular";"Positive";0.133;"<=";531.0;465.0
37303;4538;"Carcinoid tumour- malignant";"Stomach- glandular";"Positive";0.001;"<=";103.0;105.0
37307;4989;"Adenoma- follicular cell";"Thyroid gland";"Positive";0.002;"<=";0.186;0.188
37308;4989;"Tumour- granulosa cell";"Ovary";"Not specified";0.024;"<=";1.74;1.77
37309;4989;"Adenocarcinoma";"Pituitary gland";"Not specified";0.766;"<=";17.0;17.3
37310;4990;"Adenocarcinoma";"Pituitary gland";"Not specified";0.371;"<=";4.36;4.46
37311;4996;"Carcinoma- squamous cell";"Vagina";"Not specified";0.002;"<=";1.31;1.33
37312;4996;"Adenoacanthoma";"Mammary gland";"Positive";0.003;"<=";1.88;1.91
37313;4996;"Adenocarcinoma";"Pituitary gland";"Not specified";0.107;"<=";5.1;5.16
37314;4996;"Adenocarcinoma";"Uterus";"Not specified";0.229;"<=";5.32;5.42
37315;4987;"Adenocarcinoma";"Pituitary gland";"Not specified";0.024;"<=";2.01;2.03
37399;1866;"Adenoma- renal cell";"Kidney";"Not specified";0.125;"<=";65.8;66.6
37400;1863;"Adenoma- renal cell";"Kidney";"Not specified";0.001;"<=";9.83;9.95
37533;4552;"Carcinoma";"Mammary gland";"Positive";0.001;"<=";0.58;0.58
37545;3324;"Tumour- malignant";"Uterus";"Positive";0.001;"<=";117.0;117.0
37578;5101;"Adenoma- hepatocellular";"Liver";"Not specified";0.231;"<=";116.0;117.0
37579;5101;"Multiple tumour types";"Liver";"Not specified";0.231;"<=";116.0;117.0
37588;7033;"Adenoma- hepatocellular";"Liver";"Positive";0.015;"<=";80.7;81.3
37589;7386;"Carcinoma- hepatocellular";"Liver";"Not specified";0.038;"<=";916.0;604.0
37590;7386;"Papilloma";"Stomach";"Not specified";0.038;"<=";916.0;604.0
37591;7387;"Adenoma- follicular cell";"Thyroid gland";"Positive";0.001;"<=";125.0;125.0
37592;7387;"Adenocarcinoma- follicular cell";"Thyroid gland";"Positive";0.035;"<=";258.0;251.0
37593;7387;"Papilloma";"Stomach";"Not specified";0.029;"<=";610.0;591.0
37655;2850;"Adenoma";"Lung";"Not specified";0.065;"<=";55.1;55.4
37656;2850;"Adenoma- hepatocellular";"Liver";"Not specified";0.012;"<=";572.0;550.0
37657;2852;"Multiple tumour types";"Multiple tumour sites";"Not specified";0.236;"<=";68.5;69.2
37658;2852;"Tumour- benign";"Multiple tumour sites";"Not specified";0.858;"<=";589.0;586.0
37659;2852;"Tumour- malignant";"Multiple tumour sites";"Not specified";0.654;"<=";1040.0;1060.0
37660;2853;"Adenoma- Leydig cell";"Testis";"Positive";0.003;"<=";167.0;166.0
37669;2335;"Leukaemia- mononuclear cell";"Spleen";"Not specified";0.033;"<=";548.0;440.0
37670;2335;"Pheochromocytoma- malignant";"Adrenal medulla";"Positive";0.017;"<=";552.0;477.0
37671;2335;"Adenoma- c cell";"Thyroid gland";"Not specified";0.056;"<=";671.0;528.0
37672;2335;"Multiple tumour types";"Thyroid gland";"Not specified";0.259;"<=";976.0;449.0
37673;2335;"Nodule- neoplastic";"Liver";"Not specified";0.287;"<=";2060.0;1350.0
37674;2335;"Multiple tumour types";"Liver";"Not specified";0.627;"<=";3670.0;900.0
37683;1303;"Carcinoma- hepatocellular";"Liver";"Positive";0.001;"<=";0.176;0.307
37684;1303;"Cholangiocarcinoma";"Liver";"Positive";0.082;"<=";0.906;1.05
37685;1303;"Adenoma- hepatocellular";"Liver";"Not specified";0.355;"<=";0.455;0.447
