"ChemID";"StudyID";"Species";"Strain";"Sex";"Exposure_Time";"Exposure_Unit";"Experiment_Time";"Experiment_Unit";"Route";"Notes"
"1087";4987;"Mouse";"(C57BL/6 x BALB/c)F1";"Female";148.0;"week(s)";161.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4988;"Mouse";"(C57BL/6 x BALB/c)F1";"Male";150.0;"week(s)";169.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4989;"Mouse";"Monohybrid cross offspring of B6CF1";"Female";144.0;"week(s)";153.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4990;"Mouse";"Monohybrid cross offspring of B6CF1";"Male";147.0;"week(s)";158.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4991;"Mouse";"C3H (MTV+)";"Female";85.0;"week(s)";85.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1087";4992;"Mouse";"C3H/AnCum";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1087";4993;"Mouse";"C3H/AnCum";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1087";4994;"Mouse";"C3H/AnCum";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1087";4995;"Mouse";"C3H (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1087";4996;"Mouse";"BALB/cStCrlfC3Hf/Nctr";"Female";132.0;"week(s)";133.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups"
"1087";4997;"Mouse";"C3H/HeJ (MTV+)";"Female";52.0;"week(s)";52.0;"week(s)";"Diet";""
"1087";4998;"Mouse";"C3H/HeJ (MTV+)";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1087";4999;"Mouse";"C3H/HeJ (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1087";5000;"Mouse";"C3HeB/FeJ";"Female";52.0;"week(s)";52.0;"week(s)";"Diet";""
"1087";5001;"Mouse";"C3HeB/FeJ";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1087";5002;"Mouse";"C3HeB/FeJ";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1087";5003;"Mouse";"C3HeB/FeJ";"Female";130.0;"week(s)";130.0;"week(s)";"Diet";""
"1087";5004;"Mouse";"C3H/HeN-MTV-/Nctr (MTV-)";"Female";107.0;"week(s)";107.0;"week(s)";"Diet";""
"1087";5005;"Mouse";"C3H/HeN-MTV-/Nctr (MTV-)";"Female";112.0;"week(s)";112.0;"week(s)";"Diet";""
"1087";5006;"Mouse";"C3H/HeN-MTV-/Nctr (MTV-)";"Female";125.0;"week(s)";125.0;"week(s)";"Diet";""
"1087";5007;"Mouse";"C3H/HeN-MTV-/Nctr (MTV-)";"Female";123.0;"week(s)";123.0;"week(s)";"Diet";""
"1087";5008;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1087";5009;"Rat";"Sprague-Dawley";"Male";66.0;"week(s)";66.0;"week(s)";"Diet";""
"1088";5011;"Mouse";"B6C3F1";"Female";103.0;"week(s)";103.0;"week(s)";"Diet";""
"1088";5012;"Mouse";"B6C3F1";"Male";103.0;"week(s)";103.0;"week(s)";"Diet";""
"1088";5013;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1088";5014;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1089";5015;"Rat";"Sprague-Dawley";"Female";66.0;"week(s)";75.0;"week(s)";"Diet";""
"1103";5020;"Mouse";"B6C3F1";"Female";103.0;"week(s)";105.0;"week(s)";"Gavage";"Test subject survival was decreased"
"1103";5021;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1105";5027;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1105";5028;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1113";5096;"Rat";"Holtzman";"Female";60.0;"week(s)";60.0;"week(s)";"Diet";"Test subject survival was decreased"
"1113";5097;"Rat";"Fischer 344/DuCrj";"Female";104.0;"week(s)";112.0;"week(s)";"Diet";""
"1113";5098;"Rat";"Fischer 344/DuCrj";"Male";104.0;"week(s)";112.0;"week(s)";"Diet";""
"1113";5099;"Mouse";"B6C3F1";"Female";78.0;"week(s)";86.0;"week(s)";"Diet";""
"1113";5100;"Mouse";"B6C3F1";"Male";78.0;"week(s)";86.0;"week(s)";"Diet";""
"1113";5101;"Mouse";"D2B6F1";"Male";53.0;"week(s)";53.0;"week(s)";"Diet";""
"1113";5102;"Rat";"Fischer 344";"Male";72.0;"week(s)";72.0;"week(s)";"Diet";""
"1113";5103;"Mouse";"B6C3F1";"Female";106.0;"week(s)";106.0;"week(s)";"Diet";""
"1113";5104;"Mouse";"B6C3F1";"Male";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1113";5105;"Rat";"Fischer 344";"Female";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1113";5106;"Rat";"Fischer 344";"Male";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1114";5107;"Rat";"Fischer 344";"Male";72.0;"week(s)";72.0;"week(s)";"Drinking water";""
"1118";5127;"Rat";"Slc-Wistar";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1130";5161;"Rat";"BR 46";"Mixed";106.0;"week(s)";126.0;"week(s)";"Intravenous";""
"1140";5165;"Rat";"Sprague-Dawley";"Male";47.0;"week(s)";51.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1140";5166;"Mouse";"CD-1 HaM/ICR";"Female";77.0;"week(s)";90.0;"week(s)";"Diet";""
"1140";5167;"Mouse";"CD-1 HaM/ICR";"Male";77.0;"week(s)";90.0;"week(s)";"Diet";""
"1132";5168;"Rat";"Sprague-Dawley";"Male";107.0;"week(s)";107.0;"week(s)";"Diet";"Test subject survival was decreased"
"1132";5169;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1132";5170;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1132";5171;"Mouse";"C3H/He (MTV+)";"Female";105.0;"week(s)";105.0;"week(s)";"Drinking water";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1132";5172;"Mouse";"C57BL/6";"Female";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1132";5173;"Mouse";"C57BL/6";"Male";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1132";5174;"Rat";"Wistar";"Female";78.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1132";5175;"Rat";"Wistar";"Male";78.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1132";5176;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1132";5177;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1132";5178;"Rat";"Sprague-Dawley";"Male";88.0;"week(s)";88.0;"week(s)";"Diet";""
"1132";5179;"Rat";"Fischer 344/DuCrj";"Female";54.0;"week(s)";54.0;"week(s)";"Drinking water";""
"1141";5180;"Rat";"Sprague-Dawley";"Female";46.0;"week(s)";66.0;"week(s)";"Diet";""
"1133";5182;"Mouse";"B6C3F1";"Male";78.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1133";5183;"Mouse";"B6C3F1";"Female";78.0;"week(s)";104.0;"week(s)";"Diet";""
"1133";5184;"Rat";"Fischer 344";"Female";78.0;"week(s)";104.0;"week(s)";"Diet";""
"1133";5185;"Rat";"Fischer 344";"Male";78.0;"week(s)";104.0;"week(s)";"Diet";""
"1136";5199;"Mouse";"B6C3F1";"Female";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1136";5200;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1136";5201;"Rat";"Fischer 344";"Female";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1136";5202;"Rat";"Fischer 344";"Male";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1144";5229;"Syrian hamster";"";"Female";101.0;"week(s)";105.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1144";5230;"Syrian hamster";"";"Male";108.0;"week(s)";115.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1144";5231;"Rat";"BR 46";"Male";52.0;"week(s)";104.0;"week(s)";"Intravenous";"Test subject survival was decreased"
"1144";5232;"Mouse";"Swiss";"Male";118.0;"week(s)";120.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups"
"1144";5233;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"1144";5234;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"1144";5235;"Mouse";"Swiss";"Female";120.0;"week(s)";120.0;"week(s)";"Diet";""
"1153";5236;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1153";5237;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1153";5238;"Mouse";"CD1";"Female";91.0;"week(s)";91.0;"week(s)";"Gavage";""
"1153";5239;"Mouse";"CD1";"Male";91.0;"week(s)";91.0;"week(s)";"Gavage";""
"1158";5269;"Rat";"Spartan";"Female";57.0;"week(s)";57.0;"week(s)";"Diet";""
"1166";5280;"Mouse";"B6C3F1";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1166";5281;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1166";5282;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1166";5283;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1165";5294;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1165";5295;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1165";5296;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1165";5297;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1169";5323;"Rat";"Fischer 344";"Male";26.0;"week(s)";104.0;"week(s)";"Gavage";""
"1169";5324;"Mouse";"B6C3F1";"Female";104.0;"week(s)";105.0;"week(s)";"Gavage";""
"1169";5325;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1169";5326;"Rat";"Fischer 344";"Female";104.0;"week(s)";105.0;"week(s)";"Gavage";""
"1169";5327;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1176";5364;"Rat";"Osborne-Mendel";"Female";80.0;"week(s)";114.0;"week(s)";"Diet";"Irregular dosing schedules were used. Test subject survival was decreased"
"1176";5365;"Rat";"Osborne-Mendel";"Male";80.0;"week(s)";114.0;"week(s)";"Diet";"Irregular dosing schedules were used. Test subject survival was decreased"
"1176";5366;"Rat";"Wistar";"Mixed";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1176";5367;"Mouse";"B6C3F1";"Female";80.0;"week(s)";93.0;"week(s)";"Diet";""
"1176";5368;"Mouse";"B6C3F1";"Male";69.0;"week(s)";93.0;"week(s)";"Diet";""
"1177";5369;"Rat";"Harlan";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1177";5370;"Rat";"Harlan";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1196";5430;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used. The test substance was 78% pure. The test substance was commercial grade"
"1196";5431;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used. The test substance was 78% pure. The test substance was commercial grade"
"1196";5432;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used. The test substance was 78% pure. The test substance was commercial grade"
"1196";5433;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used. The test substance was 78% pure. The test substance was commercial grade"
"1199";5434;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1199";5435;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1199";5436;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1199";5437;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1198";5446;"Mouse";"ICR/Jcl";"Male";52.0;"week(s)";52.0;"week(s)";"Diet";""
"1201";5449;"Mouse";"B6C3F1";"Female";65.0;"week(s)";65.0;"week(s)";"Diet";""
"1201";5450;"Mouse";"B6C3F1";"Male";65.0;"week(s)";65.0;"week(s)";"Diet";""
"1201";5451;"Mouse";"B6C3F1";"Female";104.0;"week(s)";105.0;"week(s)";"Diet";""
"1201";5452;"Mouse";"B6C3F1";"Male";104.0;"week(s)";105.0;"week(s)";"Diet";""
"1201";5453;"Rat";"Fischer 344";"Female";65.0;"week(s)";65.0;"week(s)";"Diet";""
"1201";5454;"Rat";"Fischer 344";"Male";65.0;"week(s)";65.0;"week(s)";"Diet";""
"1201";5455;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1201";5456;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1200";5457;"Mouse";"Swiss";"Female";40.0;"week(s)";55.0;"week(s)";"Gavage";""
"1200";5458;"Mouse";"Swiss";"Female";110.0;"week(s)";110.0;"week(s)";"Drinking water";""
"1200";5459;"Mouse";"Swiss";"Male";92.0;"week(s)";92.0;"week(s)";"Drinking water";""
"1208";5472;"Syrian hamster";"";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1208";5473;"Syrian hamster";"";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1208";5474;"Syrian hamster";"";"Female";101.0;"week(s)";101.0;"week(s)";"Diet";""
"1208";5475;"Syrian hamster";"";"Male";101.0;"week(s)";101.0;"week(s)";"Diet";""
"1208";5476;"Syrian hamster";"";"Female";50.0;"week(s)";100.0;"week(s)";"Diet";""
"1208";5477;"Syrian hamster";"";"Male";50.0;"week(s)";100.0;"week(s)";"Diet";""
"1208";5478;"Rat";"ACI";"Female";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1208";5479;"Rat";"ACI";"Male";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1208";5480;"Rat";"ACI";"Female";121.0;"week(s)";121.0;"week(s)";"Diet";""
"1208";5481;"Rat";"ACI";"Male";121.0;"week(s)";121.0;"week(s)";"Diet";""
"1208";5482;"Rat";"Fischer 344";"Female";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1208";5483;"Rat";"Fischer 344";"Male";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1209";5488;"Rat";"Fischer 344";"Male";98.0;"week(s)";98.0;"week(s)";"Diet";""
"1212";5498;"Rat";"Fischer 344";"Male";60.0;"week(s)";60.0;"week(s)";"Intraperitoneal";"Results for only a small number of tissues were reported"
"1192";5515;"Mouse";"Swiss";"Male";108.0;"week(s)";108.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1192";5516;"Mouse";"Swiss";"Female";108.0;"week(s)";108.0;"week(s)";"Gavage";"Animals were given vitamin deficient diets"
"1192";5517;"Mouse";"Swiss";"Male";108.0;"week(s)";108.0;"week(s)";"Gavage";"Animals were given vitamin deficient diets"
"1192";5518;"Mouse";"Swiss";"Female";108.0;"week(s)";108.0;"week(s)";"Gavage";""
"1217";5534;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1217";5535;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1217";5536;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1217";5537;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1236";5603;"Mouse";"C57BL/6";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1236";5604;"Mouse";"C57BL/6";"Male";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1236";5605;"Rat";"Fischer 344";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1236";5606;"Rat";"Fischer 344";"Male";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1238";5609;"Mouse";"C57BL/6";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1238";5610;"Mouse";"C57BL/6";"Male";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1238";5611;"Rat";"Fischer 344";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1238";5612;"Rat";"Fischer 344";"Male";52.0;"week(s)";69.0;"week(s)";"Diet";""
"1255";5668;"Rat";"Fischer 344";"Male";121.0;"week(s)";121.0;"week(s)";"Diet";""
"1255";5669;"Mouse";"Alderly Park";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1255";5670;"Mouse";"Alderly Park";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1255";5671;"Mouse";"C57BL/10J";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1255";5672;"Mouse";"C57BL/10J";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1273";5740;"Mouse";"Cpb:Swiss random";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1273";5741;"Mouse";"Cpb:Swiss random";"Male";94.0;"week(s)";94.0;"week(s)";"Diet";""
"1283";5777;"Rat";"ACI/n";"Male";38.0;"week(s)";80.0;"week(s)";"Diet";""
"1280";5788;"Rat";"Fischer 344/DuCrj";"Male";52.0;"week(s)";52.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1308";5902;"Mouse";"C3H (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1308";5903;"Mouse";"(C3H x RIII)F1 (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1308";5904;"Mouse";"RIII (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1308";5905;"Mouse";"CFLP";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1308";5906;"Mouse";"CFLP";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1308";5907;"Mouse";"Swiss Webster";"Female";65.0;"week(s)";80.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1316";5930;"Rat";"Wistar";"Male";73.0;"week(s)";73.0;"week(s)";"Gavage";""
"1309";5931;"Rat";"BR 46";"Male";52.0;"week(s)";104.0;"week(s)";"Intravenous";"Test subject survival was decreased"
"1334";6015;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Gavage";"Irregular dosing schedules were used. Test subject survival was decreased"
"1334";6016;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1334";6017;"Rat";"Sprague-Dawley";"Male";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1334";6018;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1334";6019;"Rat";"Sprague-Dawley";"Male";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1334";6020;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1369";6162;"Mouse";"C3H/St (MTV+)";"Female";103.0;"week(s)";106.0;"week(s)";"Drinking water";"Exposure and experiment times are mean values across all dose groups. Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1369";6163;"Mouse";"C3H/St (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Drinking water";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1370";6164;"Mouse";"B6C3F1";"Female";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1370";6165;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1370";6166;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1370";6167;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1372";6181;"Mouse";"CD1";"Female";118.0;"week(s)";118.0;"week(s)";"Drinking water";""
"1372";6182;"Mouse";"CD1";"Male";119.0;"week(s)";119.0;"week(s)";"Drinking water";""
"1372";6183;"Mouse";"B6C3F1";"Female";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1372";6184;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1372";6185;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1372";6186;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Gavage";""
"1399";6312;"Mouse";"CD1";"Female";92.0;"week(s)";92.0;"week(s)";"Gavage";""
"1399";6313;"Mouse";"CD1";"Male";92.0;"week(s)";92.0;"week(s)";"Gavage";""
"1399";6314;"Rat";"Sprague-Dawley";"Female";105.0;"week(s)";105.0;"week(s)";"Gavage";""
"1399";6315;"Rat";"Sprague-Dawley";"Male";105.0;"week(s)";105.0;"week(s)";"Gavage";""
"1416";6461;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Drinking water";"Irregular dosing schedules were used. Results for only a small number of tissues were reported. Test subject survival was decreased"
"1425";6462;"Rat";"Osborne-Mendel";"Mixed";104.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1425";6463;"Cynomolgus monkey";"";"Mixed";735.0;"week(s)";735.0;"week(s)";"Diet";"The number of animals represents the number alive when the first tumour was observed"
"1429";6516;"Rat";"Sprague-Dawley";"Male";128.0;"week(s)";128.0;"week(s)";"Inhalation";""
"1435";6541;"Rat";"CFN";"Female";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1435";6542;"Rat";"CFN";"Male";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1437";6547;"Rat";"Sprague-Dawley";"Female";115.0;"week(s)";115.0;"week(s)";"Diet";""
"1437";6548;"Rat";"Sprague-Dawley";"Male";115.0;"week(s)";115.0;"week(s)";"Diet";""
"1461";6643;"Rat";"Osborne-Mendel";"Mixed";104.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1461";6644;"Mouse";"C3H/St (MTV+)";"Female";65.0;"week(s)";65.0;"week(s)";"Drinking water";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1461";6645;"Mouse";"C3H/St (MTV+)";"Female";102.0;"week(s)";102.0;"week(s)";"Drinking water";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1461";6646;"Rat";"Long-Evans BLU:(LE)";"Mixed";167.0;"week(s)";167.0;"week(s)";"Drinking water";""
"1461";6647;"Mouse";"CD1";"Mixed";104.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1463";6649;"Mouse";"Swiss";"Male";78.0;"week(s)";78.0;"week(s)";"Gavage";""
"1463";6650;"Rat";"C.B. hooded";"Male";104.0;"week(s)";114.0;"week(s)";"Gavage";""
"1476";6702;"Mouse";"B6C3F1";"Female";43.0;"week(s)";77.0;"week(s)";"Intraperitoneal";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1476";6703;"Mouse";"B6C3F1";"Male";38.0;"week(s)";77.0;"week(s)";"Intraperitoneal";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1476";6704;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";78.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"1476";6705;"Rat";"Sprague-Dawley";"Male";52.0;"week(s)";78.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"1486";6789;"Syrian hamster";"";"Male";112.0;"week(s)";112.0;"week(s)";"Inhalation";"Results for only a small number of tissues were reported"
"1486";6790;"Mouse";"Ha/ICR";"Female";64.0;"week(s)";64.0;"week(s)";"Intraperitoneal";""
"1488";6803;"Mouse";"ICR/Jcl";"Male";66.0;"week(s)";66.0;"week(s)";"Drinking water";"Results for only a small number of tissues were reported"
"1488";6804;"Rat";"Sprague-Dawley";"Male";119.0;"week(s)";119.0;"week(s)";"Diet";""
"1502";6819;"Mouse";"C57BL/6";"Female";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1502";6820;"Mouse";"C57BL/6";"Male";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1502";6821;"Mouse";"B6C3F1";"Female";78.0;"week(s)";94.0;"week(s)";"Diet";""
"1502";6822;"Mouse";"B6C3F1";"Male";78.0;"week(s)";94.0;"week(s)";"Diet";""
"1502";6823;"Rat";"Fischer 344";"Female";78.0;"week(s)";109.0;"week(s)";"Diet";""
"1502";6824;"Rat";"Fischer 344";"Male";78.0;"week(s)";108.0;"week(s)";"Diet";""
"1492";6827;"Mouse";"B6C3F1";"Female";103.0;"week(s)";107.0;"week(s)";"Diet";""
"1492";6828;"Mouse";"B6C3F1";"Male";103.0;"week(s)";107.0;"week(s)";"Diet";""
"1492";6829;"Rat";"Fischer 344";"Female";103.0;"week(s)";108.0;"week(s)";"Diet";""
"1492";6830;"Rat";"Fischer 344";"Male";103.0;"week(s)";108.0;"week(s)";"Diet";""
"1505";6840;"Rhesus monkey";"";"Female";391.0;"week(s)";521.0;"week(s)";"Diet";""
"1505";6841;"Rat";"Sprague-Dawley";"Mixed";104.0;"week(s)";104.0;"week(s)";"Diet";""
